edad,abandono,viajes,departamento,distancia_casa,educacion,carrera,id,satisfaccion_entorno,implicacion,nivel_laboral,puesto,satisfaccion_trabajo,estado_civil,salario_mes,num_empresas_anteriores,horas_extra,incremento_salario_porc,evaluacion,satisfaccion_companeros,nivel_acciones,anos_experiencia,num_formaciones_ult_ano,anos_compania,anos_desde_ult_promocion,anos_con_manager_actual,salario_ano,impacto_abandono,scoring_abandono
37,1,Travel_Rarely,Research & Development,11,Universitaria,Medical,1033,Baja,Baja,2,Healthcare Representative,Baja,Married,4777,5,No,15,Alta,Baja,0,15,2,1,0,0,57324,11694.096,0.2681434278133409
55,0,Travel_Frequently,Research & Development,18,Universitaria,Medical,1034,Alta,Alta,2,Healthcare Representative,Alta,Married,6385,3,Yes,14,Alta,Muy_Alta,2,17,3,8,6,7,76620,16090.199999999999,0.04801208432513539
41,0,Non-Travel,Research & Development,7,Primaria,Life Sciences,1035,Media,Baja,5,Research Director,Baja,Divorced,19973,1,No,22,Muy_Alta,Media,2,21,3,21,5,10,239676,50331.96,0.07285691426731888
38,0,Travel_Rarely,Sales,3,Universitaria,Life Sciences,1036,Media,Alta,2,Sales Executive,Alta,Single,6861,8,Yes,12,Alta,Alta,0,19,1,1,0,0,82332,17289.72,0.17230304592532433
26,1,Non-Travel,Sales,29,Universitaria,Medical,1037,Media,Baja,2,Sales Executive,Baja,Single,4969,8,No,18,Alta,Muy_Alta,0,7,6,2,2,2,59628,12164.112,0.6797500386656387
52,1,Travel_Rarely,Sales,2,Primaria,Marketing,1038,Baja,Baja,5,Manager,Baja,Married,19845,1,No,15,Alta,Muy_Alta,1,33,3,32,6,9,238140,50009.4,0.6496529328527285
44,0,Travel_Rarely,Sales,28,Master,Medical,1039,Muy_Alta,Muy_Alta,4,Sales Executive,Muy_Alta,Married,13320,3,Yes,18,Alta,Alta,1,23,2,12,11,11,159840,33566.4,0.08119504727869754
50,0,Non-Travel,Sales,1,Universitaria,Life Sciences,1040,Muy_Alta,Alta,2,Sales Executive,Alta,Married,6347,0,No,12,Alta,Baja,1,19,3,18,0,13,76164,15994.439999999999,0.03072004589253224
36,1,Travel_Rarely,Research & Development,16,Master,Life Sciences,1042,Alta,Muy_Alta,1,Laboratory Technician,Muy_Alta,Single,2743,1,No,16,Alta,Alta,0,18,1,17,15,14,32916,6484.452,0.07843706483841442
39,0,Travel_Frequently,Research & Development,22,Universitaria,Medical,1043,Muy_Alta,Alta,3,Manufacturing Director,Alta,Single,10880,1,Yes,13,Alta,Alta,0,21,2,21,2,8,130560,27417.6,0.02914334791931914
33,0,Non-Travel,Sales,8,Secundaria,Life Sciences,1044,Media,Media,1,Sales Representative,Media,Single,2342,0,No,19,Alta,Muy_Alta,0,3,2,2,2,2,28104,4524.744,0.2213518559847754
45,0,Travel_Rarely,Sales,11,Universitaria,Life Sciences,1045,Muy_Alta,Alta,4,Manager,Alta,Married,17650,3,No,13,Alta,Media,1,26,4,9,1,1,211800,44478.0,0.012397443812257165
32,0,Non-Travel,Research & Development,29,Universitaria,Medical,1046,Muy_Alta,Alta,1,Laboratory Technician,Alta,Single,4025,9,No,12,Alta,Media,0,10,2,8,7,7,48300,9515.1,0.12608048600463867
34,0,Travel_Rarely,Sales,1,Master,Marketing,1047,Media,Muy_Alta,2,Sales Executive,Muy_Alta,Divorced,9725,0,No,11,Alta,Muy_Alta,1,16,2,15,0,9,116700,24507.0,0.051277696420597076
59,0,Travel_Rarely,Sales,1,Universitaria,Technical Degree,1048,Media,Alta,3,Manager,Alta,Married,11904,3,Yes,14,Alta,Alta,1,14,1,6,0,4,142848,29998.079999999998,0.02659074877145502
45,0,Travel_Rarely,Human Resources,24,Universitaria,Medical,1049,Media,Alta,1,Human Resources,Alta,Single,2177,1,No,16,Alta,Baja,0,6,3,6,0,4,26124,4205.964,0.19386461354371975
53,0,Travel_Frequently,Sales,2,Universitaria,Marketing,1050,Alta,Media,3,Sales Executive,Media,Married,7525,2,No,12,Alta,Baja,1,30,2,15,6,12,90300,18963.0,0.03269099943802459
36,1,Travel_Rarely,Research & Development,15,Universitaria,Other,1052,Baja,Alta,2,Laboratory Technician,Alta,Divorced,4834,7,No,14,Alta,Media,1,9,3,1,0,0,58008,11833.632,0.46482483214835396
26,1,Travel_Frequently,Research & Development,2,Universitaria,Life Sciences,1053,Baja,Alta,1,Research Scientist,Alta,Married,2042,6,Yes,14,Alta,Media,1,6,2,3,1,2,24504,3945.1440000000002,0.782332439104467
34,0,Travel_Rarely,Sales,10,Universitaria,Life Sciences,1055,Alta,Alta,1,Sales Representative,Alta,Married,2220,1,Yes,19,Alta,Muy_Alta,1,1,2,1,0,0,26640,4289.04,0.23459908963585435
28,0,Travel_Rarely,Sales,10,Universitaria,Medical,1056,Muy_Alta,Alta,1,Sales Representative,Alta,Married,1052,1,No,22,Muy_Alta,Media,0,1,5,1,0,0,12624,2032.464,0.24586601307189543
38,0,Travel_Frequently,Research & Development,3,Universitaria,Other,1060,Alta,Alta,1,Research Scientist,Alta,Married,2821,3,No,16,Alta,Baja,1,8,2,2,2,2,33852,6668.844,0.06314830259207999
50,0,Travel_Rarely,Research & Development,2,Universitaria,Medical,1061,Media,Alta,5,Research Director,Alta,Married,19237,2,Yes,11,Alta,Muy_Alta,1,29,2,8,7,7,230844,48477.24,0.053823629680049966
37,0,Travel_Rarely,Research & Development,3,Universitaria,Other,1062,Muy_Alta,Alta,2,Healthcare Representative,Alta,Single,4107,3,No,15,Alta,Baja,0,8,3,4,0,1,49284,9708.948,0.09379948150669923
40,0,Travel_Rarely,Sales,26,Universitaria,Marketing,1066,Alta,Alta,2,Sales Executive,Alta,Married,8396,1,No,14,Alta,Media,1,8,3,7,7,5,100752,21157.92,0.02686607989656736
26,0,Travel_Frequently,Research & Development,1,Secundaria,Medical,1068,Baja,Media,1,Research Scientist,Media,Divorced,2007,1,No,13,Alta,Alta,2,5,5,5,1,3,24084,3877.524,0.0725027266115285
46,0,Travel_Rarely,Research & Development,1,Universitaria,Medical,1069,Muy_Alta,Alta,5,Research Director,Alta,Divorced,19627,9,No,17,Alta,Muy_Alta,2,23,0,2,2,2,235524,49460.04,0.0508489003554422
54,0,Travel_Rarely,Sales,2,Secundaria,Life Sciences,1070,Alta,Media,3,Sales Executive,Media,Married,10686,6,No,11,Alta,Media,1,13,4,9,7,0,128232,26928.719999999998,0.12431470015232195
56,0,Travel_Frequently,Research & Development,9,Universitaria,Medical,1071,Baja,Alta,1,Research Scientist,Alta,Married,2942,2,No,19,Alta,Media,1,18,4,5,0,3,35304,6954.888,0.03984754113449483
36,0,Travel_Rarely,Research & Development,12,Secundaria,Medical,1073,Muy_Alta,Media,3,Manufacturing Director,Media,Single,8858,0,No,11,Alta,Media,0,15,2,14,7,8,106296,22322.16,0.0802483998859406
55,0,Non-Travel,Research & Development,2,Secundaria,Medical,1074,Alta,Media,4,Manager,Media,Single,16756,7,No,15,Alta,Media,0,31,3,9,6,2,201072,42225.119999999995,0.025348381307500067
43,0,Travel_Rarely,Sales,25,Secundaria,Medical,1076,Alta,Media,3,Sales Executive,Media,Divorced,10798,5,No,13,Alta,Alta,1,18,5,1,0,0,129576,27210.96,0.03972727610818339
20,1,Travel_Frequently,Sales,9,Universitaria,Marketing,1077,Muy_Alta,Alta,1,Sales Representative,Alta,Single,2323,1,Yes,14,Alta,Media,0,2,3,2,0,2,27876,4488.036,0.8582685834502104
21,1,Travel_Rarely,Research & Development,10,Secundaria,Life Sciences,1079,Alta,Media,1,Laboratory Technician,Alta,Single,1416,1,No,13,Alta,Baja,0,1,6,1,1,0,16992,2735.712,0.580848951184317
46,0,Travel_Rarely,Research & Development,8,Secundaria,Life Sciences,1080,Muy_Alta,Media,2,Research Scientist,Media,Divorced,4615,8,Yes,23,Muy_Alta,Baja,3,19,2,16,1,7,55380,11297.519999999999,0.05747607524434614
51,1,Travel_Rarely,Research & Development,4,Universitaria,Life Sciences,1081,Baja,Alta,1,Research Scientist,Alta,Married,2461,9,Yes,12,Alta,Alta,3,18,2,10,2,7,29532,4754.652,0.7193137127626378
28,1,Non-Travel,Research & Development,24,Secundaria,Technical Degree,1082,Media,Media,3,Healthcare Representative,Media,Single,8722,1,No,12,Alta,Baja,0,10,2,10,1,9,104664,21979.44,0.5556533991620717
26,0,Travel_Rarely,Research & Development,1,Secundaria,Medical,1083,Baja,Media,1,Laboratory Technician,Media,Married,3955,1,No,16,Alta,Baja,2,6,2,5,1,3,47460,9349.62,0.09802983409775048
30,0,Travel_Rarely,Research & Development,20,Universitaria,Other,1084,Alta,Alta,2,Manufacturing Director,Alta,Married,9957,0,No,15,Alta,Alta,1,7,1,6,0,2,119484,25091.64,0.06334615688902526
41,0,Travel_Rarely,Research & Development,7,Master,Technical Degree,1085,Media,Muy_Alta,1,Research Scientist,Muy_Alta,Married,3376,1,No,13,Alta,Alta,0,10,3,10,0,8,40512,7980.8640000000005,0.028907334700158077
38,0,Travel_Rarely,Research & Development,17,Secundaria,Life Sciences,1088,Alta,Media,3,Healthcare Representative,Media,Married,8823,0,No,18,Alta,Baja,1,20,4,19,1,9,105876,22233.96,0.02891195457578978
40,0,Travel_Rarely,Research & Development,20,Universitaria,Technical Degree,1092,Baja,Alta,3,Healthcare Representative,Alta,Married,10322,4,No,20,Muy_Alta,Muy_Alta,1,14,6,11,11,1,123864,26011.44,0.04769946004884156
27,0,Non-Travel,Research & Development,8,Primaria,Life Sciences,1094,Baja,Baja,1,Laboratory Technician,Baja,Married,4621,1,No,19,Alta,Muy_Alta,3,3,4,3,1,2,55452,11312.207999999999,0.08824542569872676
55,0,Travel_Frequently,Research & Development,2,Universitaria,Life Sciences,1096,Muy_Alta,Alta,3,Manufacturing Director,Alta,Married,10976,3,No,18,Alta,Media,1,23,4,3,1,2,131712,27659.52,0.0057265105204615425
28,0,Travel_Rarely,Research & Development,10,Universitaria,Other,1097,Alta,Alta,2,Research Scientist,Alta,Single,3660,3,No,13,Alta,Muy_Alta,0,10,4,8,1,7,43920,8652.24,0.10828767397561398
44,1,Travel_Rarely,Human Resources,1,Secundaria,Medical,1098,Media,Media,3,Human Resources,Media,Married,10482,9,No,14,Alta,Muy_Alta,1,24,1,20,3,6,125784,26414.64,0.4698571980811454
33,0,Travel_Rarely,Research & Development,5,Universitaria,Life Sciences,1099,Muy_Alta,Media,3,Healthcare Representative,Media,Divorced,7119,4,No,15,Alta,Alta,1,9,2,3,1,2,85428,17939.88,0.00951211790637446
35,1,Travel_Rarely,Sales,4,Universitaria,Technical Degree,1100,Muy_Alta,Alta,3,Sales Executive,Alta,Single,9582,0,Yes,22,Muy_Alta,Baja,0,9,2,8,4,7,114984,24146.64,0.6656956021978082
33,1,Travel_Frequently,Research & Development,29,Secundaria,Medical,1101,Baja,Media,2,Research Scientist,Media,Single,4508,1,No,22,Muy_Alta,Media,0,14,4,13,3,8,54096,11035.583999999999,0.10760611702275746
28,0,Travel_Rarely,Research & Development,15,Universitaria,Life Sciences,1102,Baja,Alta,1,Laboratory Technician,Alta,Divorced,2207,1,No,16,Alta,Muy_Alta,1,4,5,4,2,2,26484,4263.924,0.12428829829629372
34,0,Travel_Frequently,Research & Development,3,Universitaria,Life Sciences,1103,Baja,Alta,2,Healthcare Representative,Alta,Single,7756,0,No,17,Alta,Alta,0,7,1,6,0,4,93072,19545.12,0.059671751940271064
37,0,Travel_Rarely,Sales,10,Secundaria,Life Sciences,1105,Muy_Alta,Media,2,Sales Executive,Media,Divorced,6694,2,Yes,14,Alta,Alta,3,8,5,1,0,0,80328,16868.88,0.08077377505431478
25,1,Travel_Rarely,Research & Development,4,Universitaria,Technical Degree,1106,Muy_Alta,Alta,1,Laboratory Technician,Alta,Married,3691,1,Yes,15,Alta,Media,1,7,3,7,5,6,44292,8725.524000000001,0.18597227789970375
26,1,Travel_Rarely,Research & Development,21,Universitaria,Medical,1107,Baja,Alta,1,Laboratory Technician,Alta,Divorced,2377,1,No,20,Muy_Alta,Alta,1,1,0,1,0,0,28524,4592.3640000000005,0.636932521428335
33,1,Travel_Rarely,Research & Development,25,Secundaria,Medical,1108,Baja,Media,1,Research Scientist,Media,Single,2313,4,Yes,20,Muy_Alta,Media,0,5,0,2,2,2,27756,4468.716,0.8987222222222223
42,0,Travel_Rarely,Research & Development,2,Universitaria,Medical,1109,Muy_Alta,Alta,4,Manager,Alta,Married,17665,0,No,17,Alta,Muy_Alta,1,23,3,22,13,7,211980,44515.799999999996,0.007924848229289818
28,1,Travel_Frequently,Research & Development,1,Secundaria,Medical,1111,Baja,Media,1,Laboratory Technician,Media,Divorced,2596,1,No,15,Alta,Baja,2,1,2,1,0,0,31152,6136.944,0.7085989082812613
50,1,Travel_Frequently,Sales,1,Universitaria,Other,1113,Muy_Alta,Alta,2,Sales Executive,Alta,Single,4728,3,Yes,14,Alta,Muy_Alta,0,5,4,0,0,0,56736,11574.143999999998,0.7072879142733757
33,0,Travel_Frequently,Sales,7,Universitaria,Life Sciences,1114,Muy_Alta,Alta,2,Sales Executive,Alta,Married,4302,0,No,17,Alta,Alta,1,4,3,3,0,2,51624,10531.295999999998,0.03548470065689234
34,0,Non-Travel,Research & Development,3,Secundaria,Life Sciences,1115,Alta,Media,1,Research Scientist,Media,Married,2979,3,No,17,Alta,Muy_Alta,3,6,2,0,0,0,35748,7042.356000000001,0.04878626598837016
48,0,Non-Travel,Research & Development,1,Master,Medical,1116,Baja,Muy_Alta,4,Manager,Alta,Single,16885,2,No,22,Muy_Alta,Alta,0,27,3,5,2,1,202620,42550.2,0.031913594873065755
45,0,Non-Travel,Sales,9,Secundaria,Life Sciences,1117,Media,Media,2,Sales Executive,Media,Married,5593,1,No,13,Alta,Muy_Alta,1,15,2,15,4,12,67116,13691.663999999999,0.03709413884340959
52,0,Travel_Rarely,Research & Development,7,Universitaria,Life Sciences,1118,Media,Alta,3,Healthcare Representative,Alta,Single,10445,7,No,19,Alta,Muy_Alta,0,18,4,8,4,0,125340,26321.399999999998,0.03706044318833738
38,0,Travel_Rarely,Sales,10,Universitaria,Marketing,1119,Alta,Media,3,Sales Executive,Media,Divorced,8740,0,Yes,14,Alta,Media,2,9,2,8,2,7,104880,22024.8,0.03579012605786043
29,0,Travel_Rarely,Research & Development,28,Universitaria,Life Sciences,1120,Alta,Alta,1,Research Scientist,Alta,Divorced,2514,4,No,22,Muy_Alta,Baja,1,11,1,7,1,7,30168,5943.0960000000005,0.04364848017382273
28,0,Travel_Rarely,Research & Development,3,Universitaria,Medical,1121,Muy_Alta,Alta,3,Manufacturing Director,Alta,Divorced,7655,0,No,17,Alta,Media,3,10,3,9,1,7,91860,19290.6,0.05128577006851884
46,0,Travel_Rarely,Sales,3,Universitaria,Marketing,1124,Baja,Alta,4,Manager,Alta,Married,17465,3,No,12,Alta,Muy_Alta,1,23,3,12,4,9,209580,44011.799999999996,0.022171216672724748
38,0,Travel_Rarely,Sales,2,Universitaria,Marketing,1125,Muy_Alta,Alta,3,Sales Executive,Alta,Single,7351,7,No,16,Alta,Alta,0,10,2,1,0,0,88212,18524.52,0.25119501504402775
43,0,Travel_Frequently,Research & Development,27,Universitaria,Life Sciences,1126,Alta,Alta,3,Manufacturing Director,Alta,Married,10820,8,No,11,Alta,Alta,1,18,1,8,0,1,129840,27266.399999999998,0.019698422846323137
39,1,Travel_Frequently,Research & Development,2,Universitaria,Life Sciences,1127,Baja,Alta,4,Healthcare Representative,Alta,Divorced,12169,7,No,11,Alta,Muy_Alta,3,21,4,18,11,5,146028,30665.879999999997,0.04810158912897708
40,0,Travel_Rarely,Research & Development,14,Secundaria,Medical,1128,Alta,Media,5,Research Director,Media,Single,19626,1,No,14,Alta,Baja,0,21,2,20,4,9,235512,49457.52,0.05563741020682347
21,0,Travel_Rarely,Research & Development,1,Secundaria,Technical Degree,1131,Muy_Alta,Media,1,Research Scientist,Media,Single,2070,1,Yes,11,Alta,Alta,0,2,6,2,2,2,24840,3999.2400000000002,0.2771337858303765
39,0,Non-Travel,Research & Development,9,Universitaria,Life Sciences,1132,Alta,Alta,2,Laboratory Technician,Alta,Single,6782,9,No,15,Alta,Alta,0,9,2,5,0,3,81384,17090.64,0.08578115248834281
36,0,Non-Travel,Research & Development,18,Universitaria,Life Sciences,1133,Baja,Alta,2,Manufacturing Director,Alta,Single,7779,2,No,20,Muy_Alta,Baja,0,18,0,11,0,9,93348,19603.079999999998,0.04704983365011377
31,0,Travel_Frequently,Sales,20,Master,Life Sciences,1135,Alta,Muy_Alta,1,Sales Representative,Alta,Married,2791,0,No,12,Alta,Baja,1,3,4,2,2,2,33492,6597.924,0.26345739489417846
28,0,Travel_Rarely,Research & Development,2,Secundaria,Life Sciences,1136,Baja,Media,1,Research Scientist,Media,Married,3201,0,No,17,Alta,Baja,0,6,2,5,0,4,38412,7567.164000000001,0.03730856620993362
35,0,Travel_Frequently,Sales,11,Universitaria,Marketing,1137,Muy_Alta,Alta,2,Sales Executive,Alta,Divorced,4968,1,No,11,Alta,Muy_Alta,1,5,3,5,0,2,59616,12161.663999999999,0.05509575741562358
49,0,Travel_Rarely,Sales,8,Secundaria,Technical Degree,1138,Muy_Alta,Media,4,Sales Executive,Media,Married,13120,6,No,17,Alta,Media,1,22,3,9,2,3,157440,33062.4,0.04980175279653207
34,0,Travel_Frequently,Research & Development,2,Universitaria,Life Sciences,1140,Muy_Alta,Alta,2,Manufacturing Director,Alta,Single,4033,2,No,11,Alta,Muy_Alta,0,5,3,3,0,2,48396,9534.012,0.09180651677072063
29,0,Travel_Frequently,Research & Development,10,Universitaria,Life Sciences,1143,Muy_Alta,Alta,1,Research Scientist,Alta,Divorced,3291,0,No,14,Alta,Muy_Alta,2,8,2,7,1,1,39492,7779.924,0.0640066695541332
42,0,Travel_Rarely,Research & Development,29,Primaria,Medical,1148,Media,Baja,2,Laboratory Technician,Baja,Single,4272,4,No,19,Alta,Baja,0,16,3,1,0,0,51264,10457.856,0.23442261841844927
29,0,Travel_Rarely,Research & Development,8,Secundaria,Medical,1150,Media,Media,2,Manufacturing Director,Media,Married,5056,1,Yes,15,Alta,Alta,1,10,2,10,1,2,60672,12377.088,0.0876996173461924
38,0,Travel_Rarely,Human Resources,1,Universitaria,Human Resources,1152,Alta,Muy_Alta,1,Human Resources,Muy_Alta,Married,2844,1,No,13,Alta,Muy_Alta,1,7,2,7,5,0,34128,6723.216,0.04671188998665482
28,0,Travel_Frequently,Research & Development,6,Secundaria,Life Sciences,1154,Alta,Media,1,Research Scientist,Alta,Divorced,2703,1,Yes,14,Alta,Muy_Alta,1,3,2,3,0,2,32436,6389.892,0.13861748227105994
18,1,Non-Travel,Research & Development,8,Universitaria,Medical,1156,Alta,Alta,1,Laboratory Technician,Alta,Single,1904,1,No,12,Alta,Muy_Alta,0,0,0,0,0,0,22848,3678.5280000000002,0.7615739750445633
33,1,Travel_Rarely,Sales,9,Universitaria,Marketing,1157,Baja,Alta,2,Sales Executive,Alta,Single,8224,0,Yes,17,Alta,Baja,0,6,3,5,0,3,98688,20724.48,0.5476421326256471
41,0,Travel_Rarely,Research & Development,12,Universitaria,Life Sciences,1158,Media,Alta,1,Laboratory Technician,Alta,Married,4766,3,Yes,11,Alta,Baja,1,6,4,1,0,0,57192,11667.168,0.12367122438667674
31,1,Travel_Frequently,Research & Development,15,Universitaria,Medical,1160,Alta,Alta,1,Laboratory Technician,Alta,Married,2610,1,No,12,Alta,Alta,1,2,5,2,2,2,31320,6170.04,0.514429661446042
37,0,Travel_Rarely,Research & Development,25,Secundaria,Medical,1161,Alta,Media,2,Healthcare Representative,Media,Divorced,5731,7,No,13,Alta,Alta,2,9,2,6,1,3,68772,14029.488,0.025985656520539583
27,0,Travel_Rarely,Research & Development,6,Universitaria,Life Sciences,1162,Muy_Alta,Media,1,Research Scientist,Media,Married,2539,1,No,13,Alta,Alta,1,4,0,4,2,2,30468,6002.196,0.05799010144856649
34,0,Travel_Rarely,Sales,9,Universitaria,Life Sciences,1163,Media,Alta,2,Sales Executive,Alta,Married,5714,1,No,20,Muy_Alta,Baja,0,6,3,6,1,3,68568,13987.872,0.05702411746505508
35,0,Travel_Rarely,Human Resources,8,Universitaria,Technical Degree,1164,Alta,Alta,1,Human Resources,Alta,Single,4323,1,No,17,Alta,Media,0,6,2,5,1,4,51876,10582.704,0.08980674419613573
29,1,Travel_Rarely,Sales,23,Secundaria,Life Sciences,1165,Muy_Alta,Media,3,Sales Executive,Media,Married,7336,1,No,13,Alta,Baja,1,11,3,11,3,10,88032,18486.719999999998,0.08134513576199259
40,0,Travel_Frequently,Research & Development,9,Universitaria,Medical,1166,Media,Alta,3,Research Director,Alta,Single,13499,9,No,17,Alta,Alta,0,20,3,18,2,13,161988,34017.479999999996,0.0342877892468567
42,1,Travel_Frequently,Sales,12,Universitaria,Life Sciences,1167,Alta,Alta,4,Sales Executive,Alta,Single,13758,0,Yes,12,Alta,Media,0,22,2,21,13,14,165096,34670.159999999996,0.6288797830521969
42,0,Travel_Rarely,Sales,4,Universitaria,Marketing,1171,Media,Alta,2,Sales Executive,Alta,Single,5155,7,No,13,Alta,Muy_Alta,0,9,3,6,1,5,61860,12619.439999999999,0.09229065814682802
35,0,Travel_Rarely,Research & Development,1,Secundaria,Medical,1172,Muy_Alta,Media,1,Laboratory Technician,Media,Married,2258,6,No,12,Alta,Media,1,10,2,8,1,7,27096,4362.456,0.08466443036186497
24,0,Travel_Rarely,Research & Development,24,Universitaria,Medical,1173,Muy_Alta,Alta,1,Laboratory Technician,Alta,Single,3597,8,No,22,Muy_Alta,Muy_Alta,0,6,2,4,1,2,43164,8503.308,0.19674172474347165
28,1,Travel_Rarely,Research & Development,12,Universitaria,Life Sciences,1175,Alta,Alta,1,Laboratory Technician,Alta,Married,2515,1,Yes,11,Alta,Muy_Alta,0,1,4,1,0,0,30180,5945.46,0.7678310368006852
26,0,Travel_Rarely,Research & Development,3,Master,Medical,1177,Baja,Muy_Alta,1,Laboratory Technician,Muy_Alta,Married,4420,1,No,22,Muy_Alta,Media,1,8,2,8,0,7,53040,10820.16,0.04411946257854795
30,0,Travel_Rarely,Sales,10,Secundaria,Marketing,1179,Alta,Media,2,Sales Executive,Media,Married,6578,1,No,18,Alta,Baja,1,10,3,10,1,4,78936,16576.559999999998,0.06481311230355498
40,0,Travel_Frequently,Research & Development,26,Secundaria,Medical,1180,Alta,Media,2,Research Scientist,Media,Married,4422,3,Yes,13,Alta,Muy_Alta,1,16,3,1,0,0,53064,10825.055999999999,0.05016330882767721
35,0,Travel_Rarely,Research & Development,2,Secundaria,Life Sciences,1182,Alta,Media,3,Manufacturing Director,Media,Divorced,10274,2,No,18,Alta,Media,1,15,2,7,6,4,123288,25890.48,0.03590659644016023
34,0,Travel_Frequently,Research & Development,1,Secundaria,Medical,1184,Muy_Alta,Media,2,Healthcare Representative,Media,Single,5343,0,No,20,Muy_Alta,Alta,0,14,3,13,4,9,64116,13079.663999999999,0.037029997290300674
35,0,Travel_Frequently,Research & Development,4,Secundaria,Other,1185,Muy_Alta,Media,1,Laboratory Technician,Media,Married,2376,1,No,13,Alta,Media,1,2,2,2,2,2,28512,4590.432,0.06155921446062905
43,1,Travel_Rarely,Sales,9,Primaria,Marketing,1188,Baja,Baja,2,Sales Executive,Baja,Single,5346,8,No,13,Alta,Media,0,7,2,4,1,3,64152,13087.008,0.6373901946544567
32,0,Non-Travel,Sales,2,Universitaria,Life Sciences,1190,Alta,Alta,1,Sales Representative,Alta,Divorced,2827,1,No,12,Alta,Alta,3,1,3,1,0,0,33924,6683.028,0.09436102216186645
56,0,Travel_Rarely,Research & Development,4,Universitaria,Technical Degree,1191,Muy_Alta,Alta,5,Manager,Alta,Divorced,19943,4,No,13,Alta,Muy_Alta,1,28,2,5,4,2,239316,50256.36,0.06620320021492457
29,0,Travel_Rarely,Research & Development,6,Universitaria,Medical,1192,Media,Alta,1,Laboratory Technician,Alta,Married,3131,1,No,13,Alta,Baja,1,10,5,10,0,8,37572,7401.684,0.06300108278760028
19,0,Travel_Rarely,Research & Development,9,Universitaria,Life Sciences,1193,Alta,Alta,1,Research Scientist,Alta,Single,2552,1,No,25,Muy_Alta,Alta,0,1,4,1,0,0,30624,6032.928,0.18564727282496196
45,0,Travel_Rarely,Research & Development,7,Universitaria,Medical,1195,Baja,Alta,1,Research Scientist,Alta,Married,4477,4,Yes,19,Alta,Alta,1,7,2,3,0,2,53724,10959.696,0.09882020276632368
37,0,Travel_Rarely,Research & Development,1,Secundaria,Life Sciences,1196,Muy_Alta,Media,2,Manufacturing Director,Media,Married,6474,1,No,13,Alta,Media,1,14,2,14,3,11,77688,16314.48,0.014348358210902518
20,0,Travel_Rarely,Research & Development,3,Secundaria,Life Sciences,1198,Baja,Media,1,Laboratory Technician,Media,Single,3033,1,No,12,Alta,Baja,0,2,2,2,1,2,36396,7170.012000000001,0.15746852134887027
44,1,Travel_Rarely,Research & Development,10,Universitaria,Life Sciences,1200,Alta,Alta,1,Research Scientist,Alta,Single,2936,1,Yes,11,Alta,Alta,0,6,4,6,0,2,35232,6940.704000000001,0.5000930369461107
53,0,Travel_Rarely,Research & Development,7,Universitaria,Medical,1201,Muy_Alta,Alta,5,Manager,Alta,Divorced,18606,3,No,18,Alta,Media,1,26,6,7,4,7,223272,46887.119999999995,0.011302496094250743
29,0,Travel_Rarely,Research & Development,15,Universitaria,Life Sciences,1202,Media,Baja,1,Research Scientist,Baja,Married,2168,0,Yes,18,Alta,Baja,1,6,2,5,1,3,26016,4188.576,0.21923284283183087
22,1,Travel_Frequently,Research & Development,3,Secundaria,Life Sciences,1203,Alta,Media,1,Research Scientist,Media,Married,2853,0,Yes,11,Alta,Media,1,1,5,0,0,0,34236,6744.492,0.7053438731646535
46,0,Travel_Rarely,Sales,2,Universitaria,Marketing,1204,Alta,Alta,4,Manager,Alta,Married,17048,8,No,23,Muy_Alta,Baja,0,28,2,26,15,9,204576,42960.96,0.03663875450679086
44,0,Non-Travel,Research & Development,17,Primaria,Life Sciences,1206,Muy_Alta,Baja,1,Research Scientist,Baja,Single,2290,2,No,13,Alta,Muy_Alta,0,6,3,0,0,0,27480,4424.28,0.34309174311926605
33,0,Travel_Rarely,Human Resources,2,Universitaria,Human Resources,1207,Media,Alta,1,Human Resources,Alta,Married,3600,1,No,13,Alta,Muy_Alta,1,5,2,5,1,4,43200,8510.4,0.024277395524442254
41,1,Non-Travel,Research & Development,5,Secundaria,Life Sciences,1210,Baja,Media,1,Research Scientist,Media,Divorced,2107,6,No,17,Alta,Baja,1,5,2,1,0,0,25284,4070.724,0.15477492178463423
30,0,Travel_Rarely,Sales,29,Universitaria,Life Sciences,1211,Alta,Alta,2,Sales Executive,Alta,Divorced,4115,8,No,19,Alta,Alta,3,8,3,4,0,3,49380,9727.86,0.08457255221988776
40,0,Travel_Frequently,Sales,2,Universitaria,Medical,1212,Media,Alta,2,Sales Executive,Alta,Married,4327,5,No,12,Alta,Muy_Alta,3,5,2,0,0,0,51924,10592.496,0.10510853833354568
50,0,Travel_Frequently,Research & Development,2,Universitaria,Medical,1215,Muy_Alta,Alta,4,Manager,Alta,Married,17856,2,No,22,Muy_Alta,Alta,1,32,3,2,2,2,214272,44997.119999999995,0.004856815250205657
28,0,Travel_Rarely,Research & Development,19,Secundaria,Medical,1216,Muy_Alta,Media,1,Laboratory Technician,Media,Married,3196,1,No,12,Alta,Alta,3,6,2,6,3,3,38352,7555.344,0.03709831158443075
46,0,Travel_Rarely,Research & Development,15,Universitaria,Life Sciences,1217,Muy_Alta,Alta,5,Research Director,Alta,Married,19081,5,No,11,Alta,Baja,1,25,2,4,0,3,228972,48084.119999999995,0.017362097344356783
